"","CoreAssociationScore","HealthAssociationScore","CHC_Score","CHC_Score_RankScaled","mean_score","reward_Score"
"Ruminofilibacter_xylanolyticum",0,0.2272034166529,1.26123232220776e-17,0.225099601593625,0.11360170832645,1.11022302462516e-16
"Prevotella_buccae",0,0.22045707125021,1.22378258221706e-17,0.219123505976096,0.110228535625105,1.11022302462516e-16
"Howardella_ureilytica",0,0.174020783420183,9.66009402581974e-18,0.213147410358566,0.0870103917100915,1.11022302462516e-16
"Pasteurella_pneumotropica",0,0.174020783420183,9.66009402581974e-18,0.213147410358566,0.0870103917100915,1.11022302462516e-16
"Prevotella_jejuni",0,0.111523158969437,6.19077894334e-18,0.207171314741036,0.0557615794847183,1.11022302462516e-16
"Mogibacterium_timidum",0,0.0710919063900869,3.94639356693854e-18,0.203187250996016,0.0355459531950434,1.11022302462516e-16
"Prevotella_pleuritidis",0,0.0442268017411568,2.45508067992821e-18,0.199203187250996,0.0221134008705784,1.11022302462516e-16
"Streptococcus_vestibularis",0,0.594781775124078,0,0,0.297390887562039,0
"Acinetobacter_johnsonii",0,0.785729231136841,0,0,0.39286461556842,0
"Neisseria_sicca",0,0.782945741125186,0,0,0.391472870562593,0
"Prevotella_baroniae",0,0.0326374631124118,0,0,0.0163187315562059,0
"Cloacibacterium_normanense",0,0.639805270063874,0,0,0.319902635031937,0
"Actinomyces_howellii",0,0.355380417918596,0,0,0.177690208959298,0
"Haemophilus_haemoglobinophilus",0,0.672274368392739,0,0,0.336137184196369,0
"Prevotella_scopos",0,0.594781775124078,0,0,0.297390887562039,0
"Prevotella_enoeca",0,0.539577804629189,0,0,0.269788902314594,0
"Bacillus_pumilus",0,0.672274368392739,0,0,0.336137184196369,0
"Actinomyces_meyeri",0,0.75490418220942,0,0,0.37745209110471,0
"Actinomyces_bowdenii",0,0.782572349693948,0,0,0.391286174846974,0
"Actinobaculum_massiliense",0,0.594781775124078,0,0,0.297390887562039,0
"Mannheimia_granulomatis",0,0.409677905907998,0,0,0.204838952953999,0
"Prevotella_veroralis",0,0.409677905907998,0,0,0.204838952953999,0
"Dialister_propionicifaciens",0,0.639805270063874,0,0,0.319902635031937,0
"Mycoplasma_faucium",0,0.108853675048559,0,0,0.0544268375242797,0
"Azospira_oryzae",0,0.594781775124078,0,0,0.297390887562039,0
"Prevotella_dentalis",0,0.594781775124078,0,0,0.297390887562039,0
"Corynebacterium_jeikeium",0,0.782572349693948,0,0,0.391286174846974,0
"Campylobacter_curvus",0,0.594781775124078,0,0,0.297390887562039,0
"Actinomyces_hyovaginalis",0,0.594781775124078,0,0,0.297390887562039,0
"Treponema_parvum",0,0.112510212410342,0,0,0.0562551062051709,0
"Actinobacillus_rossii",0,0.594781775124078,0,0,0.297390887562039,0
"Neisseria_shayeganii",0,0.75490418220942,0,0,0.37745209110471,0
"Bifidobacterium_dentium",0,0.063107083274458,0,0,0.031553541637229,0
"Bacteroides_acidifaciens",0,0.594781775124078,0,0,0.297390887562039,0
"Bacteroides_intestinalis",0,0.389325939825246,0,0,0.194662969912623,0
"Prevotella_copri",0,0.594781775124078,0,0,0.297390887562039,0
"Bacteroides_heparinolyticus",0,0.672274368392739,0,0,0.336137184196369,0
"Brachymonas_denitrificans",0,0.782572349693948,0,0,0.391286174846974,0
"Prevotella_paludivivens",0,0.255385038536896,0,0,0.127692519268448,0
"Campylobacter_mucosalis",0,0.594781775124078,0,0,0.297390887562039,0
"Eubacterium_minutum",0,0.522201392461026,0,0,0.261100696230513,0
"Kingella_potus",0,0.75490418220942,0,0,0.37745209110471,0
