"","Iter_1","Iter_2","Iter_3","Iter_4","Iter_5","Iter_6","Iter_7","Iter_8","Iter_9","Iter_10"
"Gemmatimonas_aurantiaca",0.798192771084337,0.464859437751004,0.711847389558233,0.802208835341365,0.334673366834171,0.764824120603015,0.74070351758794,0.667336683417085,0.391959798994975,0.417670682730924
"Haemophilus_parainfluenzae",1,1,1,1,0.994974874371859,1,1,0.996984924623116,0.992964824120603,0.996987951807229
"Porphyromonas_gingivalis",0.38855421686747,0.60140562248996,0.543172690763052,0.681726907630522,0.804020100502513,0.641206030150754,0.584924623115578,0.609045226130653,0.831155778894472,0.552208835341365
"Streptococcus_sobrinus",0.726907630522088,0.80421686746988,0.400602409638554,0.874497991967871,0.856281407035176,0.938693467336683,0.127638190954774,0.341708542713568,0.856281407035176,0.733935742971888
"Pseudomonas_stutzeri",0.242971887550201,0.209839357429719,0.149598393574297,0.234939759036145,0.0974874371859296,0.204020100502513,0.127638190954774,0.341708542713568,0.127638190954774,0.417670682730924
"Acinetobacter_junii",0.524096385542169,0.725903614457831,0.711847389558233,0.534136546184739,0.676381909547739,0.764824120603015,0.74070351758794,0.667336683417085,0.725628140703518,0.733935742971888
"Bacteroides_acidifaciens",0.524096385542169,0.725903614457831,0.711847389558233,0.534136546184739,0.676381909547739,0.764824120603015,0.74070351758794,0.667336683417085,0.725628140703518,0.733935742971888
"Prevotella_amnii",0.897590361445783,0.864457831325301,0.858433734939759,0.914658634538153,0.856281407035176,0.938693467336683,0.74070351758794,0.667336683417085,0.856281407035176,0.859437751004016
"Streptococcus_agalactiae",0.328313253012048,0.140562248995984,0.400602409638554,0.234939759036145,0.0542713567839196,0.0331658291457286,0.195979899497487,0.0170854271356784,0.0361809045226131,0.0983935742971888
"Treponema_bryantii",0.242971887550201,0.464859437751004,0.0542168674698795,0.802208835341365,0.141708542713568,0.493467336683417,0.127638190954774,0.341708542713568,0.127638190954774,0.154618473895582
"Bacteroides_intestinalis",0.662650602409639,0.303212851405622,0.400602409638554,0.534136546184739,0.774874371859297,0.648241206030151,0.933668341708543,0.78894472361809,0.78391959798995,0.573293172690763
"Filifactor_alocis",0.0070281124497992,0.328313253012048,0.259036144578313,0.385542168674699,0.619095477386935,0.339698492462312,0.418090452261307,0.485427135678392,0.539698492462312,0.281124497991968
"Prevotella_copri",0.683734939759036,0.464859437751004,0.813253012048193,0.320281124497992,0.774874371859297,0.493467336683417,0.955778894472362,0.559798994974874,0.78391959798995,0.815261044176707
"Odoribacter_denticanis",0.798192771084337,0.864457831325301,0.858433734939759,0.802208835341365,0.856281407035176,0.764824120603015,0.418090452261307,0.834170854271357,0.856281407035176,0.733935742971888
"Bacteroides_heparinolyticus",0.524096385542169,0.77710843373494,0.894578313253012,0.144578313253012,0.906532663316583,0.320603015075377,0.418090452261307,0.757788944723618,0.391959798994975,0.573293172690763
"Rothia_mucilaginosa",0.757028112449799,0.828313253012048,0.784136546184739,0.681726907630522,0.514572864321608,0.648241206030151,0.418090452261307,0.485427135678392,0.539698492462312,0.832329317269076
"Lachnoanaerobaculum_saburreum",0.842369477911647,0.91566265060241,0.910642570281124,0.874497991967871,0.906532663316583,0.844221105527638,0.806030150753769,0.936683417085427,0.971859296482412,0.944779116465863
"Acinetobacter_lwoffii",0.524096385542169,0.209839357429719,0.149598393574297,0.534136546184739,0.0974874371859296,0.493467336683417,0.418090452261307,0.108542713567839,0.127638190954774,0.154618473895582
"Brachymonas_denitrificans",0.524096385542169,0.464859437751004,0.618473895582329,0.0813253012048193,0.334673366834171,0.493467336683417,0.418090452261307,0.834170854271357,0.631155778894472,0.859437751004016
