"","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score","control_increased","control_depleted","score"
"Centipeda_periodontii",0,2,-0.079999600002,2,2,0,2,2,0,0,3,-0.119999600001333,2,2,0,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,3,-0.013333288889037,2,2,0,2,1,0.0199999000005
"Actinomyces_israelii",1,4,-0.0899997750005625,1,3,-0.0533331555561481,0,4,-0.159999600001,1,3,-0.0533331555561481,0,4,-0.159999600001,1,4,-0.0899997750005625,1,5,-0.127999744000512,1,2,-0.0199999000005,1,3,-0.0533331555561481,0,2,-0.079999600002
"Actinomyces_naeslundii",4,1,0.0899997750005625,3,2,0.013333288889037,3,2,0.013333288889037,1,1,0,2,1,0.0199999000005,1,0,0.039999600004,2,0,0.079999600002,2,1,0.0199999000005,2,2,0,2,2,0
"Actinomyces_turicensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_oris",0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004
"Streptococcus_lactarius",4,0,0.159999600001,3,0,0.119999600001333,6,0,0.239999600000667,5,0,0.1999996000008,5,0,0.1999996000008,4,0,0.159999600001,4,0,0.159999600001,3,0,0.119999600001333,4,0,0.159999600001,5,0,0.1999996000008
"Capnocytophaga_gingivalis",2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,0,0,0,1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004
"Prevotella_loescheii",4,3,0.0099999750000625,5,3,0.031999936000128,4,2,0.03999990000025,2,3,-0.013333288889037,5,2,0.071999856000288,2,3,-0.013333288889037,4,2,0.03999990000025,4,1,0.0899997750005625,5,3,0.031999936000128,3,2,0.013333288889037
"Bergeriella_denitrificans",0,0,0,1,1,0,1,0,0.039999600004,0,1,-0.039999600004,1,1,0,0,1,-0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Paludibacter_propionicigenes",0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Veillonella_tobetsuensis",2,1,0.0199999000005,3,1,0.0533331555561481,4,1,0.0899997750005625,1,1,0,2,1,0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,2,0,0.079999600002,3,1,0.0533331555561481,2,0,0.079999600002
"Prevotella_oulorum",2,3,-0.013333288889037,3,2,0.013333288889037,4,2,0.03999990000025,3,3,0,5,2,0.071999856000288,2,3,-0.013333288889037,2,2,0,4,2,0.03999990000025,4,2,0.03999990000025,3,1,0.0533331555561481
"Sneathia_sanguinegens",2,1,0.0199999000005,1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,2,1,0.0199999000005,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,1,1,0,2,1,0.0199999000005
"Atopobium_rimae",2,4,-0.03999990000025,2,4,-0.03999990000025,3,3,0,0,3,-0.119999600001333,3,3,0,1,4,-0.0899997750005625,2,2,0,1,1,0,2,2,0,3,2,0.013333288889037
"Bryobacter_aggregatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia_inopinata",0,0,0,0,1,-0.039999600004,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.039999600004
"Selenomonas_dianae",1,1,0,3,1,0.0533331555561481,2,0,0.079999600002,0,2,-0.079999600002,2,0,0.079999600002,1,2,-0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,3,2,0.013333288889037,2,2,0
"Streptococcus_pseudopneumoniae",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004
"Treponema_maltophilum",2,3,-0.013333288889037,4,3,0.0099999750000625,2,4,-0.03999990000025,3,2,0.013333288889037,3,3,0,3,3,0,2,2,0,4,1,0.0899997750005625,4,3,0.0099999750000625,1,2,-0.0199999000005
"Treponema_vincentii",1,1,0,4,1,0.0899997750005625,3,1,0.0533331555561481,0,1,-0.039999600004,3,1,0.0533331555561481,3,1,0.0533331555561481,2,1,0.0199999000005,3,0,0.119999600001333,3,1,0.0533331555561481,3,0,0.119999600001333
"Butyrivibrio_proteoclasticus",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Haemophilus_haemolyticus",1,2,-0.0199999000005,2,1,0.0199999000005,3,1,0.0533331555561481,2,1,0.0199999000005,3,0,0.119999600001333,1,1,0,3,0,0.119999600001333,2,1,0.0199999000005,3,1,0.0533331555561481,2,1,0.0199999000005
"Lactobacillus_iners",1,1,0,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,1,0,1,1,0
"Johnsonella_ignava",1,2,-0.0199999000005,2,1,0.0199999000005,1,2,-0.0199999000005,0,0,0,2,2,0,1,1,0,1,1,0,2,0,0.079999600002,1,1,0,2,2,0
"Lactobacillus_helveticus",1,1,0,1,3,-0.0533331555561481,1,2,-0.0199999000005,0,0,0,1,3,-0.0533331555561481,0,2,-0.079999600002,1,1,0,0,2,-0.079999600002,0,1,-0.039999600004,1,2,-0.0199999000005
"Moryella_indoligenes",3,1,0.0533331555561481,5,1,0.127999744000512,4,2,0.03999990000025,4,2,0.03999990000025,3,1,0.0533331555561481,3,1,0.0533331555561481,3,1,0.0533331555561481,3,1,0.0533331555561481,5,1,0.127999744000512,5,1,0.127999744000512
"Pseudomonas_putida",0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004,1,1,0,1,1,0,1,2,-0.0199999000005,1,1,0,1,1,0,1,2,-0.0199999000005
"Stomatobaculum_longum",1,3,-0.0533331555561481,4,1,0.0899997750005625,2,2,0,1,3,-0.0533331555561481,3,2,0.013333288889037,3,1,0.0533331555561481,1,2,-0.0199999000005,3,3,0,3,2,0.013333288889037,3,2,0.013333288889037
"Murdochiella_asaccharolytica",1,0,0.039999600004,0,1,-0.039999600004,1,1,0,1,0,0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,1,0,0,1,-0.039999600004,0,1,-0.039999600004
"Veillonella_caviae",5,1,0.127999744000512,4,1,0.0899997750005625,4,1,0.0899997750005625,4,1,0.0899997750005625,3,0,0.119999600001333,5,1,0.127999744000512,3,1,0.0533331555561481,3,1,0.0533331555561481,4,0,0.159999600001,4,1,0.0899997750005625
"Actinobaculum_schaalii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_formicilis",2,2,0,1,2,-0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,3,1,0.0533331555561481,3,0,0.119999600001333,2,1,0.0199999000005,1,2,-0.0199999000005
"Roseburia_hominis",2,2,0,2,1,0.0199999000005,1,2,-0.0199999000005,2,2,0,2,0,0.079999600002,2,2,0,2,2,0,2,2,0,3,0,0.119999600001333,2,1,0.0199999000005
"Eubacterium_coprostanoligenes",0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004,1,1,0,1,1,0,1,0,0.039999600004,1,1,0,1,1,0,1,0,0.039999600004
"Bacteroides_plebeius",2,4,-0.03999990000025,0,4,-0.159999600001,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,2,0,0,3,-0.119999600001333,1,2,-0.0199999000005,1,2,-0.0199999000005,2,2,0,1,3,-0.0533331555561481
"Bacteroides_vulgatus",3,3,0,1,3,-0.0533331555561481,3,3,0,2,3,-0.013333288889037,4,2,0.03999990000025,1,2,-0.0199999000005,3,3,0,3,2,0.013333288889037,4,1,0.0899997750005625,3,4,-0.0099999750000625
"Fusobacterium_necrophorum",0,1,-0.039999600004,0,2,-0.079999600002,0,0,0,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004
"Streptococcus_uberis",0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004
"Turicibacter_sanguinis",3,0,0.119999600001333,0,0,0,1,0,0.039999600004,1,0,0.039999600004,3,0,0.119999600001333,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,3,0,0.119999600001333,2,0,0.079999600002
"Dialister_succinatiphilus",0,1,-0.039999600004,1,1,0,1,1,0,1,0,0.039999600004,2,1,0.0199999000005,2,0,0.079999600002,1,1,0,1,0,0.039999600004,1,0,0.039999600004,2,1,0.0199999000005
"Bacteroides_uniformis",3,4,-0.0099999750000625,0,3,-0.119999600001333,2,4,-0.03999990000025,2,4,-0.03999990000025,2,2,0,1,3,-0.0533331555561481,1,4,-0.0899997750005625,2,3,-0.013333288889037,2,1,0.0199999000005,2,4,-0.03999990000025
"Flavonifractor_plautii",2,2,0,1,2,-0.0199999000005,2,1,0.0199999000005,1,2,-0.0199999000005,3,1,0.0533331555561481,1,2,-0.0199999000005,2,0,0.079999600002,2,1,0.0199999000005,3,2,0.013333288889037,2,1,0.0199999000005
"Parabacteroides_merdae",3,2,0.013333288889037,1,2,-0.0199999000005,3,2,0.013333288889037,2,3,-0.013333288889037,3,1,0.0533331555561481,2,2,0,2,2,0,3,2,0.013333288889037,3,1,0.0533331555561481,3,3,0
"Ruminococcus_gnavus",2,4,-0.03999990000025,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,2,-0.0199999000005,2,1,0.0199999000005,1,3,-0.0533331555561481,2,3,-0.013333288889037,1,1,0,1,2,-0.0199999000005,1,3,-0.0533331555561481
"Coprococcus_eutactus",3,2,0.013333288889037,2,2,0,3,2,0.013333288889037,2,1,0.0199999000005,2,2,0,3,1,0.0533331555561481,4,1,0.0899997750005625,3,1,0.0533331555561481,3,1,0.0533331555561481,2,1,0.0199999000005
"Pseudomonas_fluorescens",1,1,0,1,0,0.039999600004,1,0,0.039999600004,0,1,-0.039999600004,1,1,0,0,0,0,1,1,0,0,1,-0.039999600004,0,1,-0.039999600004,1,0,0.039999600004
"Ruminococcus_bromii",1,4,-0.0899997750005625,0,3,-0.119999600001333,0,4,-0.159999600001,1,4,-0.0899997750005625,1,3,-0.0533331555561481,0,3,-0.119999600001333,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,2,-0.0199999000005,0,3,-0.119999600001333
"Lactobacillus_casei",0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002
"Anaerostipes_hadrus",1,5,-0.127999744000512,1,4,-0.0899997750005625,1,4,-0.0899997750005625,1,4,-0.0899997750005625,2,2,0,1,4,-0.0899997750005625,2,3,-0.013333288889037,2,3,-0.013333288889037,2,2,0,1,3,-0.0533331555561481
"Actinomyces_funkei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_subtilis",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004
"Peptostreptococcus_anaerobius",1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004
"Lactobacillus_amylovorus",0,0,0,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,0,0,0
"Lactobacillus_rhamnosus",0,2,-0.079999600002,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,0,0
"Neisseria_perflava",2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004
"Blautia_luti",1,2,-0.0199999000005,1,1,0,2,1,0.0199999000005,0,2,-0.079999600002,2,0,0.079999600002,1,2,-0.0199999000005,1,1,0,1,1,0,2,1,0.0199999000005,2,1,0.0199999000005
"Eubacterium_hallii",1,4,-0.0899997750005625,0,3,-0.119999600001333,0,3,-0.119999600001333,1,3,-0.0533331555561481,1,1,0,0,3,-0.119999600001333,1,3,-0.0533331555561481,1,2,-0.0199999000005,1,1,0,0,3,-0.119999600001333
"Roseburia_faecis",2,3,-0.013333288889037,1,3,-0.0533331555561481,2,2,0,2,2,0,2,2,0,2,2,0,3,1,0.0533331555561481,3,1,0.0533331555561481,2,2,0,1,2,-0.0199999000005
"Peptostreptococcus_russellii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_longicatena",2,3,-0.013333288889037,1,2,-0.0199999000005,2,2,0,1,3,-0.0533331555561481,3,1,0.0533331555561481,1,3,-0.0533331555561481,2,1,0.0199999000005,2,2,0,3,2,0.013333288889037,2,1,0.0199999000005
"Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_putredinis",2,4,-0.03999990000025,1,3,-0.0533331555561481,2,3,-0.013333288889037,1,3,-0.0533331555561481,3,1,0.0533331555561481,1,3,-0.0533331555561481,2,3,-0.013333288889037,2,2,0,3,1,0.0533331555561481,2,3,-0.013333288889037
"Staphylococcus_aureus",0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Veillonella_magna",0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0
"Prevotella_jejuni",1,1,0,0,1,-0.039999600004,1,0,0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,1,1,0,0,1,-0.039999600004,0,1,-0.039999600004
"Dolosigranulum_pigrum",0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,0,0
"Eubacterium_siraeum",2,0,0.079999600002,1,0,0.039999600004,2,0,0.079999600002,0,0,0,2,0,0.079999600002,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,2,0,0.079999600002
"Akkermansia_muciniphila",0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,0,0,0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004
"Blautia_faecis",1,4,-0.0899997750005625,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,2,0,1,3,-0.0533331555561481,2,2,0,2,2,0,2,2,0,1,2,-0.0199999000005
"Bacteroides_caccae",1,5,-0.127999744000512,1,5,-0.127999744000512,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,2,0,1,3,-0.0533331555561481,2,3,-0.013333288889037,2,2,0,2,3,-0.013333288889037,1,3,-0.0533331555561481
"Campylobacter_lanienae",1,1,0,0,1,-0.039999600004,0,1,-0.039999600004,1,0,0.039999600004,1,1,0,0,0,0,1,1,0,1,0,0.039999600004,1,0,0.039999600004,0,1,-0.039999600004
"Phascolarctobacterium_succinatutens",2,2,0,1,2,-0.0199999000005,1,1,0,1,2,-0.0199999000005,2,1,0.0199999000005,0,2,-0.079999600002,2,0,0.079999600002,1,1,0,1,2,-0.0199999000005,1,1,0
"Ruminococcus_flavefaciens",1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,2,0,1,2,-0.0199999000005,2,2,0,2,3,-0.013333288889037,2,1,0.0199999000005,1,2,-0.0199999000005
"Faecalibacterium_prausnitzii",4,4,0,3,4,-0.0099999750000625,4,3,0.0099999750000625,2,3,-0.013333288889037,4,2,0.03999990000025,4,3,0.0099999750000625,4,2,0.03999990000025,4,2,0.03999990000025,4,2,0.03999990000025,3,3,0
"Vagococcus_lutrae",1,1,0,0,0,0,1,0,0.039999600004,2,1,0.0199999000005,2,1,0.0199999000005,0,2,-0.079999600002,2,2,0,2,2,0,1,2,-0.0199999000005,1,2,-0.0199999000005
"Enterococcus_faecalis",0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Bacteroides_pyogenes",2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,2,0,0.079999600002,2,0,0.079999600002,0,0,0,2,0,0.079999600002,2,0,0.079999600002,2,0,0.079999600002,1,0,0.039999600004
"Actinomyces_suimastitidis",0,0,0,0,0,0,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,0,0,0
"Prevotella_bergensis",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Eubacterium_eligens",3,2,0.013333288889037,3,2,0.013333288889037,2,2,0,2,1,0.0199999000005,2,1,0.0199999000005,3,1,0.0533331555561481,3,2,0.013333288889037,2,1,0.0199999000005,4,0,0.159999600001,3,2,0.013333288889037
"Parabacteroides_distasonis",2,4,-0.03999990000025,0,4,-0.159999600001,1,3,-0.0533331555561481,2,3,-0.013333288889037,1,2,-0.0199999000005,1,3,-0.0533331555561481,1,2,-0.0199999000005,2,2,0,1,2,-0.0199999000005,1,3,-0.0533331555561481
"Anaerococcus_octavius",0,1,-0.039999600004,1,1,0,1,2,-0.0199999000005,0,2,-0.079999600002,1,1,0,0,0,0,0,1,-0.039999600004,1,1,0,1,1,0,1,2,-0.0199999000005
"Roseburia_inulinivorans",2,3,-0.013333288889037,1,3,-0.0533331555561481,2,2,0,1,2,-0.0199999000005,3,2,0.013333288889037,1,2,-0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,3,2,0.013333288889037,2,2,0
"Streptococcus_massiliensis",1,1,0,1,1,0,1,1,0,0,1,-0.039999600004,0,1,-0.039999600004,1,1,0,1,1,0,0,1,-0.039999600004,1,1,0,1,1,0
"Lactobacillus_plantarum",1,2,-0.0199999000005,1,3,-0.0533331555561481,1,2,-0.0199999000005,0,2,-0.079999600002,1,2,-0.0199999000005,0,2,-0.079999600002,1,0,0.039999600004,0,2,-0.079999600002,0,3,-0.119999600001333,1,2,-0.0199999000005
"Eubacterium_biforme",1,2,-0.0199999000005,1,2,-0.0199999000005,1,1,0,1,2,-0.0199999000005,2,0,0.079999600002,1,2,-0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,2,1,0.0199999000005,1,2,-0.0199999000005
"Prevotella_disiens",0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004
"Coprococcus_comes",2,1,0.0199999000005,1,1,0,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,3,0,0.119999600001333,2,1,0.0199999000005,2,1,0.0199999000005
"Bifidobacterium_longum",1,5,-0.127999744000512,1,3,-0.0533331555561481,1,5,-0.127999744000512,1,2,-0.0199999000005,2,2,0,1,2,-0.0199999000005,2,3,-0.013333288889037,2,2,0,2,1,0.0199999000005,1,3,-0.0533331555561481
"Oscillibacter_valericigenes",0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0,0,2,-0.079999600002,1,1,0,1,2,-0.0199999000005,1,0,0.039999600004,1,1,0,1,2,-0.0199999000005,1,1,0
"Necropsobacter_rosorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riemerella_anatipestifer",1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004
"Bacteroides_coprocola",1,4,-0.0899997750005625,0,4,-0.159999600001,0,3,-0.119999600001333,1,3,-0.0533331555561481,1,1,0,0,4,-0.159999600001,1,2,-0.0199999000005,1,2,-0.0199999000005,1,3,-0.0533331555561481,0,3,-0.119999600001333
"Ottowia_pentelensis",0,0,0,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,0,0,0,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Alistipes_shahii",1,2,-0.0199999000005,0,2,-0.079999600002,0,1,-0.039999600004,1,2,-0.0199999000005,1,0,0.039999600004,0,2,-0.079999600002,1,1,0,1,1,0,1,1,0,0,2,-0.079999600002
"Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_finegoldii",1,3,-0.0533331555561481,0,3,-0.119999600001333,1,2,-0.0199999000005,0,3,-0.119999600001333,1,1,0,0,3,-0.119999600001333,0,1,-0.039999600004,0,2,-0.079999600002,1,2,-0.0199999000005,1,2,-0.0199999000005
"Catenibacterium_mitsuokai",2,1,0.0199999000005,2,1,0.0199999000005,2,0,0.079999600002,1,1,0,2,0,0.079999600002,2,1,0.0199999000005,3,0,0.119999600001333,2,0,0.079999600002,3,1,0.0533331555561481,2,1,0.0199999000005
"Acidaminococcus_intestini",1,1,0,1,1,0,2,0,0.079999600002,0,1,-0.039999600004,2,0,0.079999600002,1,1,0,1,0,0.039999600004,1,0,0.039999600004,2,1,0.0199999000005,2,1,0.0199999000005
"Granulicatella_balaenopterae",0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004
"Parasutterella_excrementihominis",1,3,-0.0533331555561481,0,3,-0.119999600001333,0,2,-0.079999600002,1,3,-0.0533331555561481,1,1,0,0,3,-0.119999600001333,1,1,0,1,2,-0.0199999000005,1,2,-0.0199999000005,0,2,-0.079999600002
"Bacteroides_dorei",1,3,-0.0533331555561481,0,2,-0.079999600002,0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0,0,2,-0.079999600002,1,2,-0.0199999000005,1,1,0,1,1,0,0,2,-0.079999600002
"Clostridium_disporicum",0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,0,0,0,0,0,0,1,-0.039999600004,0,1,-0.039999600004
"Ruminococcus_torques",2,3,-0.013333288889037,1,3,-0.0533331555561481,2,2,0,2,2,0,2,2,0,2,2,0,3,1,0.0533331555561481,3,1,0.0533331555561481,2,2,0,1,2,-0.0199999000005
"Mycoplasma_spermatophilum",1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,0,0,0,1,0,0.039999600004,2,0,0.079999600002,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Enterococcus_italicus",0,0,0,0,0,0,0,1,-0.039999600004,1,0,0.039999600004,1,1,0,1,1,0,0,0,0,0,0,0,0,1,-0.039999600004,1,0,0.039999600004
"Actinomyces_radicidentis",0,1,-0.039999600004,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,0,0,0,1,-0.039999600004,0,2,-0.079999600002,0,2,-0.079999600002
"Actinomyces_johnsonii",1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004,0,0,0,1,0,0.039999600004,1,0,0.039999600004,1,0,0.039999600004
"Clostridium_lactatifermentans",0,2,-0.079999600002,0,2,-0.079999600002,0,1,-0.039999600004,0,2,-0.079999600002,0,0,0,0,2,-0.079999600002,0,1,-0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004,0,2,-0.079999600002
"Bacteroides_ovatus",2,4,-0.03999990000025,1,4,-0.0899997750005625,2,3,-0.013333288889037,1,3,-0.0533331555561481,3,2,0.013333288889037,1,3,-0.0533331555561481,2,2,0,2,2,0,3,2,0.013333288889037,2,3,-0.013333288889037
"Bacteroides_eggerthii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",2,1,0.0199999000005,1,1,0,3,0,0.119999600001333,1,1,0,2,0,0.079999600002,2,1,0.0199999000005,2,0,0.079999600002,2,0,0.079999600002,2,1,0.0199999000005,2,1,0.0199999000005
"Eubacterium_desmolans",2,3,-0.013333288889037,1,3,-0.0533331555561481,2,2,0,2,2,0,2,2,0,2,2,0,3,1,0.0533331555561481,3,1,0.0533331555561481,2,2,0,1,2,-0.0199999000005
"Clostridium_hylemonae",0,1,-0.039999600004,1,1,0,0,0,0,0,1,-0.039999600004,1,0,0.039999600004,1,1,0,0,0,0,1,0,0.039999600004,0,1,-0.039999600004,0,1,-0.039999600004
"Fusicatenibacter_saccharivorans",1,4,-0.0899997750005625,1,3,-0.0533331555561481,1,3,-0.0533331555561481,1,3,-0.0533331555561481,2,1,0.0199999000005,1,3,-0.0533331555561481,2,3,-0.013333288889037,2,2,0,2,1,0.0199999000005,1,3,-0.0533331555561481
"Kingella_kingae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_faecium",1,3,-0.0533331555561481,0,3,-0.119999600001333,0,2,-0.079999600002,1,2,-0.0199999000005,1,2,-0.0199999000005,0,2,-0.079999600002,1,1,0,1,1,0,1,2,-0.0199999000005,0,2,-0.079999600002
"Sutterella_wadsworthensis",3,1,0.0533331555561481,3,1,0.0533331555561481,2,1,0.0199999000005,2,1,0.0199999000005,3,0,0.119999600001333,3,1,0.0533331555561481,3,1,0.0533331555561481,2,1,0.0199999000005,3,0,0.119999600001333,3,1,0.0533331555561481
"Bacteroides_fragilis",1,5,-0.127999744000512,1,5,-0.127999744000512,1,4,-0.0899997750005625,1,3,-0.0533331555561481,2,2,0,1,4,-0.0899997750005625,2,3,-0.013333288889037,2,2,0,2,3,-0.013333288889037,1,4,-0.0899997750005625
