"","Axis1","Axis2","Axis3","HAC","cluster","cx","cy","cluster_factor","High_HAC","Module5"
"Neisseria_oralis",2.9606318678672,2.32724404977576,0.17584807908743,0.300947867298578,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Selenomonas_ruminantium",-4.38410935548498,-4.16539719329982,-3.19818901499932,0.300947867298578,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_intermedius",-2.16806361402723,2.17598088996884,-4.39981447692117,0.300947867298578,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Veillonella_rodentium",-3.87258078049762,0.937115846250112,-2.79632327803868,0.300947867298578,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Actinomyces_georgiae",9.68845597316331,-5.53798819489275,-4.39912179657073,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Campylobacter_gracilis",15.4812630808936,-8.25312799310915,-1.48957473159536,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Actinomyces_massiliensis",10.7198874257406,2.72668669355379,-6.05151134756882,0.300947867298578,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Prevotella_micans",12.1821795607672,-5.49496538240782,0.999237509231473,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Olsenella_profusa",5.78687258666425,-5.95602778939036,-2.01936567204597,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Actinomyces_israelii",4.27736909239033,-2.52313280818335,-5.69222831493684,0.300947867298578,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Johnsonella_ignava",9.88605550420585,-1.45755807956,-1.59961334739468,0.300947867298578,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Mycoplasma_faucium",-0.45240545631783,-1.3251056677277,-0.313954209729039,0.265402843601896,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Gemella_palaticanis",-4.6195347164044,4.7848827343008,-2.50803041780139,0.260663507109005,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Streptococcus_infantis",-0.200273351985134,12.7686896506578,-1.36407492999269,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Butyrivibrio_hungatei",-9.10385488452459,-0.933162823323021,0.492677153516635,0,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Streptococcus_vestibularis",-5.39641303719274,4.27207893212071,-5.30801679817881,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Eubacterium_saphenum",6.22603333814408,-2.55205319192896,0.105025830846681,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Leptotrichia_buccalis",1.48507499343025,-4.90364524272381,9.29133556514832,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Neisseria_cinerea",-4.13917589484182,5.86806558918001,0.118628843656583,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Neisseria_sicca",4.55033492386858,6.92333767003721,0.639813349546806,0,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Prevotella_baroniae",4.12957431523917,-4.93535918088055,0.837042175830353,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Treponema_denticola",10.7353744608182,-7.0466110104189,3.02326252133219,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Eubacterium_brachy",13.462062917142,-5.69110015774168,-1.28536779556965,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Prevotella_denticola",10.5576227777845,-6.84508378693499,-0.653109948133193,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Prevotella_scopos",-2.76184917752102,1.14434846655073,4.68197501553685,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Actinomyces_oris",6.38678906995119,3.21201761210129,-9.89819214609121,0,4,7.99220075819873,5.61041765530933,"4",FALSE,FALSE
"Streptococcus_cristatus",1.53364344772086,4.71839217434403,-3.34353080913818,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Terrahaemophilus_aromaticivorans",-7.23055712425896,4.5729172726379,-1.75007330784996,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Propionigenium_maris",-7.0946083298929,1.17918853321899,-0.0956184983451487,0,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Actinomyces_meyeri",0.549217977254713,-1.56154235148147,-1.25781002022596,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Bergeyella_zoohelcum",-4.08724023263683,5.54843068280883,0.78390525334338,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Eubacterium_nodatum",8.22998758519993,-4.34751303015438,-0.91698227539406,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Neisseria_pharyngis",-5.56156574933171,3.74850057427813,-0.685611616909912,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Anaeroglobus_geminatus",8.5834761362332,-8.3061135589103,-4.11249265038239,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Olsenella_uli",6.9450630878042,-5.90428267904965,-0.941756010083425,0,3,9.66242027594735,-5.59787359239465,"3",FALSE,FALSE
"Treponema_refringens",-2.23427604207881,5.59543255466083,6.67668840537953,0,2,-3.0129801878269,5.7733826650414,"2",FALSE,FALSE
"Treponema_pedis",-0.538797897563704,-0.141579217807214,0.459814202127682,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Campylobacter_curvus",-0.972635217829473,0.503448094205228,-0.172340282383958,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
"Prevotella_bivia",-5.82372217840061,0.969519101182095,-1.40794761969337,0,5,-7.45942881669083,-0.223983210596994,"5",FALSE,TRUE
"Schwartzia_succinivorans",3.49894615675036,-4.6567675582511,-0.277588241300859,0,1,1.36341191803437,-2.35018635145671,"1",FALSE,FALSE
